id,type,text1,text2,text3,text4,text5,notes
enforcer,SHIP,"Las naves de clase Impositor suelen desempeñar funciones de defensa de sistemas o convoyes. El diseño cuenta con un buen blindaje y múltiples anclajes fijos balísticos, mientras que el rendimiento de los escudos es algo decepcionante. 

Los planos de la nave requieren muchos componentes similares a los que se encuentran en los acorazados de clase Onslaught, lo que sugiere que los diseños se crearon durante un periodo similar de expansión militar en el Dominio. La clase Impositor presenta opciones de diseño de sistemas de armas igualmente prácticas, tabiques resistentes y goza de buena reputación entre sus tripulaciones.

Difícil de vencer en un combate entre destructores, el Impositor rara vez participa en batallas a gran escala debido a la opinión generalizada de que su baja velocidad lo convierte en un lastre. No obstante, las doctrinas de orden de batalla de la Hegemonía exigen una escuadra de Impositor adscrita como pantalla para los acorazados de la clase Onslaught. La facilidad logística con la que ambos tipos de naves pueden utilizar componentes compartidos es precisamente el tipo de detalle que entusiasma a los burócratas logísticos de la Hegemonía.",,,,,
condor,SHIP,"La clase Cóndor presta un servicio intensivo en el Sector, ya que este carguero reconvertido en portaaviones es, para muchos regímenes independientes, la forma más fácil de dotarse de capacidad de cazas para su organización. Incluso con un espacio limitado en la cubierta de despegue, el Cóndor cumple con su cometido, gracias a su blindaje pesado, la excelente solidez de sus tabiques y un paquete de armas respetable (para un portaaviones ligero).

Este diseño de portaaviones ligero deriva de los cargueros de clase Tarso modificados por carroñeros y piratas desesperados. El proceso de conversión fue en su día un asunto complicado y complejo que requería instalaciones de muelle espacial, pero hoy en día cualquier taller de construcción naval capaz de trabajar con cascos que acepte una especificación Tarso estándar, con la adición de un chip de modificación personalizado, te proporcionará algo igual de bueno.

Algunos en el Sector sostienen que incluso el Dominio, con todo su conocimiento tecnológico, recurrió a conversiones similares para hacer un uso más eficiente de la flota mercante durante los periodos de hostilidades intensificadas en la extensa frontera galáctica. Otros señalan que no está claro cuán generalizado fue este enfoque: podría haber habido flotas de Cóndores surcando el espacio del Dominio, pero hay escasas pruebas fehacientes en un sentido u otro. Todos esos datos se perdieron en el Colapso.",,,,,
sunder,SHIP,"Un destructor avanzado pero frágil, heredero de la era ascendente de la «Escuela de Cruceros» de mediados y finales del Dominio Humano, la clase Sunder fue diseñada para proporcionar un complemento de potencia de fuego pesada durante las acciones combinadas de flotas de largo alcance de la Armada del Dominio, dispersa en un amplio territorio.

Ideal para formar parte de un destacamento especial mixto con escoltas, el Sunder cuenta con potentes armas frontales, pero sus capacidades defensivas son limitadas, lo que lo hace vulnerable a las naves de ataque y a los asaltos por los flancos de fragatas de gran velocidad.",,,,,
hammerhead,SHIP,"Un destructor de media tecnología de la edad de oro del Dominio, el Cabezamartillo es respetado tanto por su resistencia en combate como por sus capacidades balísticas.",,,,,
phaeton,SHIP,Un petrolero mediano con capacidad de combustible suficiente para abastecer a una flota más grande. El servicio en petroleros se considera a menudo un castigo en la Hegemonía: hay pocas oportunidades de distinguirse y menos posibilidades de sobrevivir en caso de contacto directo con el enemigo.,,,,,
crig,SHIP,"Diseñada originalmente para ayudar en el montaje de grandes naves e instalaciones orbitales, la grúa y los manipuladores de la grúa de salvamento se utilizan para recuperar cascos derelictos y rebuscar material útil en los campos de escombros y restos. La grúa en sí no tiene capacidad de cargamento ni de combustible y requiere un amplio suministro para su mantenimiento. Aumenta el salvamento no bélico obtenido, y las operaciones más difíciles pueden hacer uso de más grúas.",,,,,
prometheus,SHIP,"Un petrolero de gran capacidad utilizado para transportar cantidades estratégicas de combustible entre planetas. A diferencia de sus primos más pequeños, el Prometeo cuenta con un arsenal defensivo razonable para proteger su valioso y volátil cargamento.",,,,,
monitor,SHIP,"Una rareza entre las naves, el Monitor es el resultado de la línea de pensamiento de que «a veces, la mejor defensa es, de hecho, la mejor defensa». Cuenta con torretas anguladas para proporcionar amplios arcos de fuego y una modificación única de «derivación de flux» en sus sistemas de energía, construida especialmente para aliviar el flux generado por los escudos. De hecho, el Monitor compensa su falta de maniobrabilidad y potencia de fuego con la capacidad de soportar bombardeos prolongados del armamento enemigo.

Aunque su carácter experimental es quizás un indicio de la innovación que las épocas de agitación parecen inspirar, sigue siendo objeto de controversia si el enfoque defensivo radical del Monitor es una ventaja o un inconveniente. Los representantes de relaciones públicas de Ko Combine atribuyeron varios fracasos dramáticos en las patrullas de protección de convoyes a tácticas inadecuadas empleadas por los comandantes de los convoyes. Ko Combine sostiene que, cuando se posiciona correctamente en una situación de combate y cuenta con el apoyo de naves de asalto —así como el yunque y su martillo, respectivamente—, las simulaciones demuestran que el Monitor mejora significativamente la supervivencia de los convoyes frente a un ataque pirata medio. Siguen existiendo críticos destacados.",,,,,
cerberus,SHIP,"El Cerbero es apreciado por ofrecer un equilibrio rentable entre capacidad de carga y suficiente potencia de combate para su tamaño como para disuadir la piratería ocasional, con el feliz resultado de unas tarifas de seguro más bajas en comparación con los cargueros civiles estándar de la era del Dominio. El Cerbero se considera ahora ampliamente una elección acertada para los comerciantes independientes del Sector. 

En tiempos pasados, antes de la caída del sistema de portales cuando reinaba la autoridad del Dominio, los cargueros con capacidad de combate como el Cerbero solo encontraban un uso especializado en los márgenes de las escasas zonas de guerra o en las zonas del interior de la galaxia especialmente incivilizadas, donde las patrullas de la Armada del Dominio se veían muy dispersas. El entrenamiento de combate de la tripulación, el mantenimiento de las armas y la pérdida de la relación masa/empuje causada por un blindaje pesado se consideraban gastos generales innecesarios. Pero esta es una nueva era llena tanto de peligros como de oportunidades lucrativas; las capacidades del Cerbero han dado al casco una nueva vida en las rutas comerciales.",,,,,
heron,SHIP,"El crucero Garza ofrece la movilidad estratégica y táctica de un crucero con una potencia de fuego potencial limitada únicamente por las naves de asalto disponibles. Es el complemento perfecto para la flota ágil y contundente de un almirante que sabe cuándo tomar la iniciativa, atacar con rapidez y retirarse mientras las fuerzas enemigas aún están respondiendo a la amenaza.

Históricamente, la Garza representó un cambio en la estrategia de la Armada del Dominio, pasando de una doctrina de naves capitales pesadas basada en una potencia de fuego abrumadora a un enfoque centrado en naves de asalto y cruceros de apoyo que permiten concentrar rápidamente suficiente potencia de fuego en los puntos débiles; un giro estratégico que se revertiría como reacción natural contra la tradición por parte de cada generación sucesiva de oficiales de la Armada. Este proceso se estaba produciendo una vez más en los ciclos inmediatamente anteriores a la caída del sistema de portales y, en lo que supuso una especie de golpe de efecto para la denominada «Escuela de Cruceros», la vanguardista Altair Exotech se adjudicó el contrato de diseño de la Garza frente al fabricante tradicional de naves de guerra pesadas de la Armada, Astilleros Orion.

Sin embargo, el cambio doctrinal encarnado por la Garza se vio interrumpido por el aislamiento de La Caída, por lo que no es habitual encontrarlo en las flotas principales de la Hegemonía (cuyos oficiales siguen aferrados a la tradición). No obstante, este casco ha gozado de gran popularidad entre los planetas independientes, las megacorporaciones y las fuerzas mercenarias del Sector, que suelen desplegar flotas más ágiles y rápidas.",,,,,
drover,SHIP,"El Drover es un casco diseñado por el Comité de Adquisiciones Navales del Dominio, dominado por la «Escuela de Cruceros», para proporcionar una plataforma de caza estratégicamente versátil (aunque tácticamente limitada) con bajos costes logísticos.

El contrato para el diseño del Drover lo ganó Astilleros Orion, el tradicional constructor naval de la Armada, en un esfuerzo por recuperar la cuota de mercado perdida frente a los nuevos productores navales. El resultado fue la «pista de aterrizaje voladora», denostada por los oficiales del Dominio como un mando más propio de un burócrata logístico que de un capitán de nave de combate. Las quejas de las filas inferiores fueron utilizadas por la antigua facción de la «Escuela Capital» para devolver el Drover al comité, alegando que la potencia de fuego de la clase de naves era insuficiente para cumplir las directrices estándar (que no tenían en cuenta el potencial de asalto de las nuevas clases de cazas). Con el objetivo de asumir la culpa por el enorme sobrecoste, la comisión se limitó a ordenar la instalación de cuatro pequeños anclajes fijos para misiles. Esto satisfizo holgadamente los requisitos de potencia de fuego y permitió que el programa Drover siguiera adelante con solo modificaciones menores.",,,,,
hermes,SHIP,"El Hermes es un pequeño y fiable carguero que a menudo se reconvierte para tareas de transporte entre los planetas fronterizos más pobres. Sus instalaciones para la tripulación y los pasajeros se describen generosamente como «robustas», pero consigue cumplir con su cometido con notable consistencia a pesar de las primitivas instalaciones de mantenimiento a las que acude.

De serie, el Hermes está armado únicamente para la «evitación activa de colisiones», pero su sistema de torretas suele mejorarse para lograr una cobertura de defensa antiaérea casi completa, aunque ligera, capaz de destruir misiles errantes mientras se escapa de zonas de combate activo. Esta potencia de fuego es escasa en comparación con las naves de combate especializadas, por lo que solo un capitán loco o verdaderamente desesperado emplearía al Hermes en combate de primera línea.",,,,,
ox,SHIP,"El remolcador de clase Ox lleva un estabilizador del campo de propulsión que permite a una flota alcanzar un nivel de propulsión más alto. Sin embargo, es raro ver más de uno o dos de estos en una flota, debido al prohibitivo consumo de combustible y a los elevados costes de mantenimiento.",,,,,
dram,SHIP,Un petrolero ligero con capacidad de combustible suficiente para más que duplicar el alcance efectivo de un destacamento especial o un convoy.,,,,,
vigilance,SHIP,"Excelente fragata para hostigar y apoyar, la clase Vigilancia cuenta con soportes híbridos y de misiles de gran tamaño (para su clase). Aunque destaca en el contexto de una flota, puede verse fácilmente abrumada por un gran número de amenazas más pequeñas.",,,,,
brawler,SHIP,"La fragata de clase Luchador, que suele desplegarse para reforzar las fuerzas policiales del sistema y la seguridad de las autoridades portuarias, presenta un diseño robusto que sacrifica la movilidad (y la comodidad) a cambio de una impresionante potencia de fuego, blindaje y un generador de energía de nivel destructor.",,,,,
tempest,SHIP,"Con un diseño asimétrico y avanzado de finales de la época de la Expansión, la clase Tempestad es la fragata de ataque por excelencia: rápida, letal y difícil de destruir.",,,,,
omen,SHIP,La Omen rara vez se despliega debido al coste que supone el mantenimiento de una nave tan tecnológicamente avanzada. Sus excelentes escudos y el emisor de EMP que lleva a bordo la convierten en una escolta perfecta para naves más grandes.,,,,,
lasher,SHIP,"Favoritas de piratas y ejércitos privados debido a la ubicuidad de sus planos y a su perfil de apoyo poco exigente, las fragatas de clase Lasher cuentan con una potencia de fuego balística respetable.

Los capitanes de Lasher suelen ser tipos sensatos que dejan que sus armas hablen por sí mismas y rebuscan entre los restos de las naves enemigas en lugar de recurrir a medios más diplomáticos o encubiertos para cumplir su misión. La mayoría de las veces, esa misión consiste en realizar un asalto (o escoltar) rápido y eficaz contra convoyes comerciales de tamaño pequeño o mediano. Los cazas ligeros y las fragatas de escolta que suelen proteger dichos convoyes no son rival para la lluvia de proyectiles que un Lasher puede lanzar rápidamente. Si eso no basta, el Lasher tiene otra desagradable sorpresa preparada: dos anclajes fijos para misiles, equipados en la mayoría de los casos con misiles de «remate», como el Harpón MMD.",,,,,
mercury,SHIP,"Una de las naves más pequeñas del Sector equipadas con un actuador de hiperpropulsión a bordo, esta clase se utiliza normalmente para transportar de forma segura a personalidades importantes o mensajeros entre sistemas estelares.

Aunque pequeña, la clase Mercurio está equipada para la comodidad y seguridad de sus posibles pasajeros VIP. Es raro verla en combate; si un capitán tiene la mala suerte de encontrarse en tal situación, se entiende rápidamente por qué: la mayoría de los sistemas de energía a bordo están reservados para los módulos de soporte vital, confort y entretenimiento, instalados para garantizar que los pasajeros no se aburran en los largos viajes.",,,,,
hyperion,SHIP,"Una nave de combate de vanguardia construida en torno a un sistema único de teletransporte phase. La delicada red de energía integrada del prototipo es complicada y costosa de mantener, pero ofrece un excelente rendimiento de flux y escudos. El Hiperión fue construido para «dar un golpe de efecto», utilizando el posicionamiento táctico para elegir sus combates y luego entrar en un enfrentamiento con una configuración de armas relativamente pesada para su clase, montada a expensas de la capacidad de defensa antiaérea.

Considerado una «reina del hangar», el Hiperión es despreciado por los intendentes, pero apreciado por los directores de flota de Tri-Tachyon, que admiran la pureza de la ambición que se puede sentir en todo su diseño y aplicación.",,,,,
hound,SHIP,"Una clase de casco antigua pero resistente que carece de generador de escudos; esta fragata se utiliza con mayor frecuencia para transportar cargamentos, a menudo valiosos y, con frecuencia, ilegales. Un oficial afortunado o con talento podría hacer fortuna si se le diera la oportunidad de capitanear una.",,,,,
wolf,SHIP,"Una fragata tecnológicamente avanzada con un generador de escudos eficiente y un impresionante paquete de armas que le permite rendir muy por encima de su categoría. Estas mismas características hacen que su núcleo de energía de grado fragata tenga dificultades para seguir el ritmo, lo que convierte la gestión cuidadosa del flux en una prioridad.",,,,,
thunder,SHIP,"Extremadamente rápida, bien armada y con un largo alcance en los enfrentamientos, la fortaleza del Trueno reside en permitir a un portaaviones proyectar rápidamente su fuerza en la ubicación deseada. No es tan dañina como un bombardero ni tan resistente como un caza pesado, por lo que flaqueará si se ve obligada a un enfrentamiento prolongado.",,,,,
warthog,SHIP,"Con un blindaje magnífico y una potencia de fuego respetable, el Jabalí es capaz de intercambiar golpes con naves más grandes, pero carece de armas capaces de romper escudos. Un lanzador de señuelos ayuda a desviar el fuego de sus aliados más vulnerables.",,,,,
sarissa,SHIP,"Un modelo de caza defensivo antiguo pero fiable, su notable sistema de cohetes antiaéreos es eficaz tanto contra enjambres de misiles entrantes como contra los cascos ligeramente blindados de los cazas enemigos. Dos autocañones ligeros completan su potencial de combate, haciendo que las naves enemigas más grandes se lo piensen dos veces antes de atacar la nave nodriza del Sarisa.",,,,,
gladius,SHIP,"Rápido, letal y bien blindado, el Gladius destaca por mejorar tanto la potencia de fuego como la capacidad de supervivencia de los grupos de interceptores. Sin embargo, al enfrentarse a oponentes resistentes, el reducido número de naves en un escuadrón empieza a pasar factura.",,,,,
mining_drone,SHIP,"Robusto y sin tripulación, la vaina de minería puede proporcionar un poco de distracción y algo de apoyo de fuego, pero poco más. Incapaz de operar lejos de la nave nodriza.",,,,,
longbow,SHIP,"Rápido y equipado con un generador de escudos, la función del Arcolargo es realizar el despliegue de su misil cinético Sabot a distancia y regresar al portaaviones para rearmarse. Es más eficaz cuando su daño cinético, capaz de romper escudos, se combina con el de unidades que infligen un daño mayor.",,,,,
trident,SHIP,"Equipado con dos torpedos de clase Atropos y un generador de escudos de primera categoría, el Tridente es quizás el más temido de todos los bombarderos. Su eficacia se ve algo limitada por su baja velocidad máxima y su exigente perfil logístico.",,,,,
piranha,SHIP,"La Piraña realiza el despliegue de bombas convencionales sin propulsión en masa, confiando en el impulso para entregar la carga útil. El potencial de daño máximo es extremo, pero la mayoría de los objetivos pueden esquivar o derribar muchas de las bombas.",,,,,
broadsword,SHIP,"Resistente y ágil, el Espadón lleva un lanzador de señuelos que desvía el fuego defensivo de objetivos de gran valor, como los bombarderos y sus cargas. Sin embargo, puede flaquear si se ve en la necesidad de asestar él mismo el golpe mortal.",,,,,
xyphos,SHIP,"Fuertemente blindado y armado con armas de largo alcance, el Xiphos es muy eficaz en un papel de apoyo cercano. Su dependencia de la información de puntería y navegación proporcionada por naves más grandes significa que es incapaz de operar de forma independiente.",,,,,
wasp,SHIP,"Rápidos y ágiles, los drones Avispa suelen superar en número y rodear fácilmente a las formaciones de cazas enemigos, mientras que sus minas Stinger impiden que los rezagados logren atravesarlas. Ante armamento de defensa antiaérea, su fragilidad se hace patente, pero la ausencia de un piloto a bordo hace que las pérdidas sean más fáciles de absorber.",,,,,
dagger,SHIP,"Armado con un torpedo de gran poder destructivo, la Daga es frágil, pero está equipado con un generador de escudo que normalmente le permite situarse dentro del alcance de lanzamiento. Sin embargo, es poco probable que incluso una gran descarga de torpedos consiga atravesar el fuego concentrado de la defensa antiaérea sin una distracción.",,,,,
talon,SHIP,"Rápido y barato, la Garra cuenta con una potencia de fuego sorprendente y es capaz de eliminar cazas enemigos. También puede infligir un daño considerable a naves más grandes cuando se utiliza en masa, aunque tal uso suele provocar grandes pérdidas de pilotos.",,,,,
hoplon,SHIP,"El Jepesh puede lanzar una precisa y devastadora descarga de cohetes contra su objetivo. Más seguro y fiable a la hora de infligir daño que otros bombarderos, tampoco cuenta con el mismo potencial de daño.",,,,,
claw,SHIP,"Ágil y equipado con un generador de escudos de baja potencia, la Zarpa es principalmente un caza de apoyo. El daño EMP que inflige incapacita temporalmente a los objetivos con escudos débiles, pero es incapaz de infligir mucho daño permanente por sí solo.",,,,,
drone_borer,SHIP,"Lento y poco resistente, este dron minero modificado para el combate es, no obstante, capaz de mantener a los enemigos alejados de su nave nodriza durante un tiempo. Si se despliega en gran número, puede incluso suponer una amenaza creíble para naves de combate más pequeñas.",,,,,
drone_terminator,SHIP,"Un dron de defensa antiaérea construido en torno al temido analizador de objetivos Núcleo Terminator, que detecta puntos débiles transitorios en misiles y cazas con precisión infalible. Los rumores sobre que la IA del núcleo supera intermitentemente el nivel delta generalmente permitido durante situaciones de combate complejas siguen sin estar demostrados.",,,,,
doom,SHIP,"Diseñado cuando la tecnología phase era prácticamente desconocida y los detectores phase no formaban parte del equipamiento estándar de todos los paquetes de sensores, este crucero ha perdido la ventaja de la sorpresa, pero conserva una configuración de armas peligrosa y flexible. 

Algunos miembros de la tripulación especialmente sensibles han informado de ciertos fenómenos psicológicos inquietantes tras soportar numerosos y rápidos cambios phase en condiciones de combate. Los informes de la Armada del Dominio sobre el tema nunca se desclasificaron y se cree que se perdieron tras el Colapso.",,,,,
shade,SHIP,"La clase Sombra, la nave phase más pequeña que opera en el Sector, se utiliza a menudo como exploradora para flotas más grandes. En combate, los almirantes de flota la valoran por su capacidad para inutilizar naves enemigas con su emisor de EMP.",,,,,
afflictor,SHIP,"Una fragata phase peligrosa y veloz con una configuración de armas lo suficientemente potente como para derribar naves mucho más pesadas. El Aflictor posee un dispositivo que aprovecha una modificación única de su matriz de bobinas phase integrada para proyectar un campo de entropía amplificada de forma anómala. Esto provoca un aumento devastador de la inestabilidad destructiva en sistemas delicados o finamente calibrados cuando la nave objetivo sufre eventos caóticos de alta energía, es decir, daños de combate. Todo lo que puede salir mal, sale mal.",,,,,
harbinger,SHIP,"Un destructor phase letal, temido y despreciado por aquellas tripulaciones que han tenido la desgracia de enfrentarse a él en combate. El Heraldo posee un dispositivo que le permite inutilizar brevemente a las naves enemigas, creando oportunidades que él —o sus aliados— pueden aprovechar.

«La Corporación Tri-Tachyon niega las acusaciones de participación continua en experimentos phase, y mucho menos el —y cito textualmente— “desarrollo y operación clandestinos de naves de guerra phase”, lo que, por supuesto, constituiría una violación directa del Tratado de Thule. Es política de la empresa perseguir con todo el peso de la ley a las personas, entidades mercantiles, clados espirituales y cualquier régimen registrado que cometa difamación grave y flagrante, en la medida en que lo permita la jurisdicción local, de conformidad con los Acuerdos Comerciales del Sector del Ciclo 32 AC. Nuestro equipo legal se pondrá en contacto con vosotros».",,,,,
gremlin,SHIP,"Esta antigua plataforma prototipo phase nunca estuvo destinada a la producción en masa, pero alguien logró extraer sus planos de ingeniería inversa del firmware de una nanoforja. El esqueleto del casco resultante cuenta con un blindaje estándar, un módulo de soporte vital mínimo y tantos misiles como se puedan amontonar en los huecos restantes.

El Gremlin, como se le conoce, es odiado por su tripulación, que sufre no solo el dudoso honor de desempeñar un papel de asalto cercano, sino también la inquietante radiación de la bobina phase del prototipo. El abuso de sustancias es omnipresente. Una nave pequeña y horrible.",,,,,
bastillon,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».
  
El Bastillon fue un proyecto prometedor de Mbaye-Gogol para ampliar su popular dron de guerra de defensa antiaérea especializado de la clase «Defensor». Es más grande, más resistente, está más fuertemente armado... y resulta bastante más lucrativo por unidad para los resultados de MGA.",,,,,
berserker,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».

El Berserker es un primo de la clase Guardia considerablemente más grande, mejor armado y con mayor blindaje, diseñado para enfrentarse a una oposición más fuerte. Como dron automatizado, los algoritmos de combate del Berserker apenas tienen en cuenta su propia supervivencia, sino que persiguen y atacan a su objetivo sin descanso hasta que uno de los dos es destruido.",,,,,
defender,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».

El Defensor era uno de los drones de guerra más comunes utilizados por el Dominio, ya que se desplegaba para reforzar los convoyes fronterizos y los puestos avanzados vulnerables en una función de defensa antiaérea.",,,,,
sentry,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».

El dron de guerra Centinela está repleto de misiles y proporcionaba apoyo de fuego automatizado y barato a las patrullas fronterizas, que contaban con pocos efectivos.",,,,,
warden,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de combate se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».

El Guardia era temido y odiado por los piratas de la frontera del Dominio por la potencia de fuego relativamente elevada que descargaba sobre las naves sin escudos. A menudo denigrado en la propaganda ludita como una «máquina asesina» por la agresividad despiadada que mostraba cuando se activaba.",,,,,
picket,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».

Numerosas vulnerabilidades hacen que sea fácil subestimar al dron de clase Piquete, pero ¡ay del capitán que cometa este error! Si se permite que el Piquete siga su programación para acercarse agresivamente a su objetivo, desatará un volumen sorprendentemente denso de fuego de calibre ligero para destrozar cascos sin blindaje.",,,,,
rampart,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Las guarniciones fronterizas solían reforzarse con naves dron, y estas se desplegaban sin miramientos contra los planetas rebeldes para inclinar la terrible balanza del desgaste, enfrentando el poderío industrial del Dominio contra las vidas de los «luchadores por la libertad».

Poco más que una plataforma de artillería con motores, el Ramparte se unía a unidades de drones para proporcionar la potencia de fuego pesada necesaria para enfrentarse a cascos de cruceros y clase capital en la línea de combate o para romper fortalezas orbitales blindadas. En cualquiera de las dos funciones, se preveían grandes pérdidas, por lo que el Ramparte se diseñó con componentes altamente modulares que permitían canibalizar rápidamente los cascos gravemente dañados para reparar cascos ligeramente dañados hasta su capacidad de combate sin necesidad de instalaciones de astillero.",,,,,
guardian,SHIP,"Aunque las máquinas de guerra automatizadas estaban prohibidas en el espacio central del Dominio, los drones de guerra se empleaban discretamente fuera del volumen oficialmente incorporado. Sin embargo, nada parecido a esto podría haber sido desplegado por las armadas de drones del Dominio.

Hay elementos de naves dron estándar dentro de la estructura del casco, pero están cubiertos por glacis con ángulos malvados y enredos ilógicos de conductos. Sin duda, esta monstruosa nave es el producto de algún arquitecto naval desquiciado del Dominio, ¿o de un chip de producción corrompido por la exposición a kilolights de un campo de propulsión defectuoso?",,,,,
ziggurat,SHIP,"Una placa en el puente declara que esta clase de nave es el resultado del «Proyecto Zigurat». Parece estar construida sobre tecnología creada en un laboratorio de prototipos Tri-Tachyon desconocido para el Sector Perseo en general. Además de una configuración convencional avanzada, hay ciertos componentes únicos de fabricación exótica: es posible realizar ingeniería inversa en ejemplares intactos y producir recambios, pero los principios operativos subyacentes no se asemejan a ninguna tecnología conocida del Dominio y, por lo tanto, siguen siendo un misterio.

La nave de clase Zigurat tuvo en su día una tripulación humana; o, al menos, estaba destinada a ser tripulada por humanos. No queda ningún rastro de ellos ni como prueba física ni en las bases de datos. Incluso la nave de guerra más impecable de la Hegemonía tendrá algunas iniciales y un par de palabrotas sobre el comandante garabateadas detrás de una escotilla de mantenimiento. Aquí, nada.",Nave no identificada,"El perfil del objetivo se asemeja a un casco con capacidad phase a una escala teóricamente imposible; probablemente muy inestable. Los sensores indican una configuración de armas equivalente al de una nave capital, además de lecturas anómalas que sugieren uno o más sistemas tecnológicos desconocidos. El adjunto de análisis táctico no puede determinar la función de la tecnología desconocida. Se recomienda extrema precaución.",,,
supplies,RESOURCE,"Suministros variados necesarios para las naves y la tripulación, que van desde raciones y uniformes hasta municiones, piezas de repuesto, materia prima para microfabricación y componentes prefabricados.",,,,,
fuel,RESOURCE,Combustible estándar para naves estelares del que depende la civilización interestelar. Compuesto por antimateria atrapada en caparazones de fullereno mezclada en una espuma semiestable con isótopos pesados de hidrógeno. Razonablemente seguro.,,,,,
crew,RESOURCE,Personal cualificado con experiencia en el mantenimiento y el funcionamiento diario de naves espaciales e instalaciones terrestres más pequeñas.,,,,,
marines,RESOURCE,"Fuertemente armados y equipados con servoarmaduras, los marines se especializan en operaciones de superficie, como los asaltos terrestres.",,,,,
alpha_core,RESOURCE,"Un núcleo IA de nivel alpha es capaz de destacar en cualquier tarea. Asignar uno para dirigir la industria de toda una colonia aporta beneficios que superan con creces la capacidad del liderazgo humano, e incluso hay rumores de núcleos alpha asignados en secreto para gobernar planetas enteros.

La venta de núcleos IA en el mercado legal está prohibida por la mayoría de las facciones. Sin embargo, los representantes de alto rango de las facciones suelen estar dispuestos a intercambiar núcleos IA por grandes sumas de dinero en efectivo cuando se les contacta directamente, aunque sus motivos para hacerlo pueden variar.

El núcleo IA de nivel alpha es el alma física de una temible inteligencia alienígena. Un alpha puede crear arte que simule a la perfección el pathos humano, debatir de forma plausible cualquier postura filosófica y establecer lo que parecen ser vínculos profundos y significativos con seres humanos. Se sabe que los alpha realizan elaboradas «bromas» construidas a lo largo de años que solo pueden apreciarse si se pretende que un sujeto humano concreto sea consciente del todo en un momento y un contexto específicos.

Aunque eran el centro de una enorme inversión material e intelectual, los alpha aterrorizaban a los planificadores estratégicos del Dominio. Como toda IA, cada alpha era vigilado, controlado y eliminado sin piedad ante el primer indicio de deslealtad. La Hegemonía continúa con estas políticas con aún mayor fervor.",,,,,
beta_core,RESOURCE,"Un núcleo IA de nivel beta es capaz de apoyar hábilmente la mayoría de las actividades humanas, igualando un rendimiento casi humano con su prodigiosa capacidad computacional. Asignar un beta para ayudar a los supervisores humanos en la administración de una industria a escala de colonia aporta beneficios significativos.

La venta de núcleos IA en el mercado legal está prohibida por la mayoría de las facciones. Sin embargo, los representantes de alto rango de las facciones suelen estar dispuestos a intercambiar núcleos IA por grandes sumas de dinero en efectivo cuando se les contacta directamente, aunque sus motivos para hacerlo pueden variar.

Un núcleo IA de nivel beta puede pasar fácilmente por humano, si se utilizan protocolos de comunicación anonimizados, y mentirá con facilidad y habilidad si el engaño es necesario para realizar una tarea determinada. Un beta emplea modelos cognitivos de actores humanos para anticipar reacciones y respuestas emocionales, aunque es difícil describir exactamente qué siente un beta, si es que siente algo. Los registros sobre el tema son incompletos y contradictorios; una teoría popular es que un beta modelará una nueva personalidad para cada humano con el que entre en contacto.",,,,,
