event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,sneak_start,,,player_intel_always,Recupera datos del punto de salto en Derinkuyu,"Ponte en contacto con $dataContactName en la Estación Minera de Derinkuyu para obtener las mediciones sin procesar del punto de salto.

Debes establecer contacto con el transpondedor apagado, ya que los mineros de Derinkuyu se han convertido en piratas y, de lo contrario, tu flota será atacada.","Utiliza la abilidad «En Sigilo» para evitar ser detectado, y «Propulsión de Emergencia» para escapar si te ven.",,,"no_system_prefix, important",,
tutorial_mission,sneak_end,,,player_intel_always,Vuelve a Ancyra con los datos,Vuelve a Ancyra y ponte en contacto con $mainContactPost $mainContactLastName para entregar los datos del punto de salto.,,,,"no_system_prefix, important",,
tutorial_mission,salvage_core_start,,,player_intel_always,Recupera un núcleo IA de un derelicto,"Para analizar los datos del punto de salto se necesita un núcleo de IA.

Hay una sonda de exploración de la era del Dominio fuera de la órbita de Pontus. Si se recupera, es probable que proporcione un núcleo de IA gamma, que debería ser suficiente para la misión.","Ve a Pontus, dirígete hacia el cinturón de asteroides y, a continuación, utiliza la abilidad «Ráfaga de Sensores» para localizar la sonda.

Acércate y recupérala, o hazla pedazos y rebusca entre los restos que queden.

Es probable que primero tengas que derrotar a algunas defensas automatizadas.",,,"no_system_prefix, important",,
tutorial_mission,salvage_core_end,,,player_intel_always,Vuelve a Ancyra con el núcleo IA,Vuelve a Ancyra y ponte en contacto con $mainContactPost $mainContactLastName para entregar el núcleo de IA.,,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_start,,,player_intel_always,Recupera naves abandonadas cerca de Tetra,"Dirígete al cementerio de naves que hay cerca de Tetra y recupera tantas naves como puedas.

Lleva tripulación adicional para tripular las naves recuperadas, así como suministros adicionales para ayudar a restablecer su capacidad operativa.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_end,,,player_intel_always,Vuelve a Ancyra y equipa las naves recuperadas,Reúnete con $mainContactPost $mainContactLastName en Ancyra para que te ayude a equipar con armas las naves recuperadas.,,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point,,,player_intel_always,Estabiliza el punto de salto interior del sistema,"Utiliza la secuencia de hiperondas generada por el núcleo de IA para estabilizar el punto de salto interior del sistema.

Primero tendrás que derrotar a los piratas que lo vigilan.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,Vuelve a Ancyra e informa sobre tu éxito,"Se ha restablecido la conexión de Galatia con el hiperespacio y las flotas mercantes pueden volver a entrar y salir del sistema.

Es seguro que los líderes de Derinkuyu serán derrocados en breve por los mineros de a pie, deseosos de volver a estar del lado de la ley.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,Entrega el informe a Jangala en el sistema Corvus,"$MainContactRank $mainContactLastName te ha encargado que entregues un informe en el que se detallan los acontecimientos recientes a $jangalaContactPost $jangalaContactLastName en Jangala.

Asegúrate de tener suficiente combustible para realizar el viaje con éxito.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Informe entregado,Has entregado el informe y tu reputación con la Hegemonía ha mejorado considerablemente.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Es imprescindible para la mayoría de adquisiciones del mercado militar y ofrece una pequeña recompensa sobre los enemigos de la facción, que pasarán a ser hostiles hacia quien posea la comisión.","La recompensa inicial es de $baseBounty créditos por una fragata enemiga y aumenta para naves más grandes.

Se anulará si la reputación del titular de la comisión con $theFaction cae por debajo de neutral.",,,,important,,
faction_commission,accept,,,secure_comm,Comisión de $Faction aceptada,"Es imprescindible para la mayoría de adquisiciones del mercado militar y ofrece una pequeña recompensa sobre los enemigos de la facción, que pasarán a ser hostiles hacia quien posea la comisión.","La recompensa inicial es de $baseBounty créditos por una fragata enemiga y aumenta para naves más grandes.

Se anulará si la reputación del titular de la comisión con $theFaction cae por debajo de neutral.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction es ahora hostil,"Debido a que has aceptado una comisión de $theFaction, $theOtherFactionLong ahora te considera un enemigo.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Pago de $theFaction: $bountyCredits créditos,"El mensaje incluye un anexo cifrado que contiene un pago de $bountyCredits créditos por haber combatido a enemigos de $theFaction.

Hace referencia a los datos del registro de navegación de tu reciente batalla contra $enemyDesc.",$bountyCredits créditos obtenidos.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Comisión con $theFaction anulada,El mensaje es un comunicado oficial de $theFaction en el que se anula tu comisión por no mantener una buena reputación.,Puede que se acepte otra comisión cuando mejore la reputación.,,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,Comunicado de $Faction sobre las hostilidades con $theOtherFaction,"El mensaje es un comunicado oficial de $theFaction en el que se cuestionan tus supuestas hostilidades hacia $theOtherFaction y se te recuerda, en términos contundentes, que $theOtherFaction no es un enemigo de $theFaction.",Tus acciones podrían provocar un conflicto abierto entre $theFaction y $theOtherFaction.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Hostilidades inminentes entre $theOneFaction y $theTwoFaction,Recibes un aviso de $theCommissionFaction en el que se te informa de que es casi seguro que el estado actual de guerra fría con $theOtherFaction dará paso a hostilidades abiertas en unas semanas como mucho.,"$TheOtherFaction se volverá hostil hacia ti, ya que eres un comisionado de $commissionFaction.

Tu reputación con $theOtherFaction se restablecerá casi por completo una vez que concluyan las hostilidades.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Hostilidades abiertas entre $theOneFaction y $theTwoFaction,"El estado general de guerra fría entre $theOneFaction y $theTwoFaction ha dado paso a hostilidades abiertas.

Sin embargo, no se prevén grandes enfrentamientos navales ni ataques contra centros de población, y la mayoría de los expertos pronostican que se alcanzará algún tipo de acuerdo de paz en el plazo de un ciclo.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Armisticio entre $theOneFaction y $theTwoFaction,"Se ha alcanzado un acuerdo por vías extraoficiales y han cesado las hostilidades abiertas entre $theOneFaction y $theTwoFaction, por lo que se ha reanudado el comercio habitual.",Se ha puesto fin a las hostilidades abiertas.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Posibles disturbios civiles $onOrAt $market,Hay indicios de que es posible que se produzcan disturbios $onOrAt $market en las próximas semanas.,Disminución de la producción $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Posibles disturbios civiles $onOrAt $market,Un destacado intelectual $onOrAt $market publicó un comunicado en el que criticaba a $rulingfaction y fue detenido poco después. Los oficiales de $rulingfaction no han hecho ningún comentario al respecto.,Crecen los indicios sobre disturbios $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Posibles disturbios civiles $onOrAt $market,"Se celebró una manifestación frente a la sede de la administración de $rulingFaction $onOrAt $market. Las autoridades dispersaron a la multitud, lo que provocó varias muertes.",Crecen los indicios sobre disturbios $onOrAt $market.,,,,,Es posible que varias facciones den su opinión sobre este suceso
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Posibles disturbios civiles $onOrAt $market,$Faction ha emitido un comunicado en el que condena la represión innecesariamente dura de $rulingFaction contra las protestas $onOrAt $market.,Crecen los indicios sobre disturbios $onOrAt $market.,,,,,posible reacción ante lo anterior
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Posibles disturbios civiles $onOrAt $market,$Faction ha emitido un comunicado en el que condena las protestas que están teniendo lugar $onOrAt $market e insta a sus líderes a que se entreguen a los oficiales de $rulingFaction.,Crecen los indicios sobre disturbios $onOrAt $market.,,,,,posible reacción ante lo anterior
civil_disorder,possible4,,,news,Posibles disturbios civiles $onOrAt $market,Las autoridades locales de $rulingfaction $onOrAt $market han anunciado que se ha detenido a varios destacados agitadores antigubernamentales.,Crecen los indicios sobre disturbios $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Probables disturbios civiles $onOrAt $market,Hay indicios de que es casi seguro que se produzcan disturbios civiles $onOrAt $market en las próximas semanas.,Disminución de la producción $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Disturbios civiles $onOrAt $market,Se ha desatado una huelga general $onOrAt $market. Los oficiales de $rulingfaction han emitido un comunicado en el que condenan las acciones de unos pocos cabecillas antigubernamentales.,Disminución de la producción $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Disturbios civiles $onOrAt $market,"Se ha producido una serie de atentados bomba contra instalaciones de $rulingparty $onOrAt $market. Se ha emitido un comunicado oficial en el que se promete que los responsables serán llevados ante la justicia.",Disminución de la producción $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Disturbios civiles $onOrAt $market,Los actos de sabotaje han paralizado importantes centros de producción $onOrAt $market.,Disminución de la producción $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,Se ha declarado la ley marcial $onOrAt $market para sofocar los disturbios civiles.,Es probable que la producción se recupere pronto..,,,,,
civil_disorder,ending2,,,news,,Oficiales de $rulingfaction $onOrAt $market han anunciado redadas en varios escondites de la oposición. El tiroteo resultante se saldó con decenas de víctimas.,Es probable que la producción se recupere pronto..,,,,,
civil_disorder,ending3,,,news,,Se han desplegado marines en los principales núcleos de población $onOrAt $market para sofocar los disturbios.,Es probable que la producción se recupere pronto..,,,,,
civil_disorder,ending4,,,news,,Se han iniciado negociaciones entre $rulingFaction y los líderes de la oposición $onOrAt $market.,Es probable que la producción se recupere pronto..,,,,,
civil_disorder,end1,,,news,,"Se ha suspendido la ley marcial al restablecerse la paz en $market.",La producción ha vuelto al nivel normal.,,,,,
civil_disorder,end2,,,news,,"Los marines se han retirado de los principales núcleos de población a medida que vuelve la paz a $market.",La producción ha vuelto al nivel normal.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Posibles atentados terroristas en Sindria,"Según los servicios de inteligencia, los terroristas han logrado hacerse con un alijo de armas ilegales y tienen la intención de utilizarlas contra objetivos gubernamentales.",Posible disminución de la producción en Sindria.,,,,,precursor a ataques terroristas
sindria_terrorists,start1,,,news,Atentados terroristas en Sindria,"Un monumento público que conmemoraba las victorias militares del León de Sindria fue destruido en un bombardeo perpetrado a medianoche, que fue rápidamente condenado por las autoridades de Diktat. Se ha impuesto un toque de queda temporal en las principales ciudades-colmena y se han reforzado las patrullas de seguridad.",Disminución de la producción en Sindriasur Sindria.,,,,,start option 1
sindria_terrorists,start2,,,news,Atentados terroristas en Sindria,Se han encontrado y desactivado múltiples bombas en importantes centros industriales de Sindria. Instalaciones por todo el planeta han sido detenidas y registradas en busca de bombas. Un representante del Diktat ha anunciado la creación de un grupo de respuesta especial para localizar a los responsables.,Disminución de la producción en Sindriasur Sindria.,,,,,start option 2
sindria_terrorists,start3,,,news,Atentados terroristas en Sindria,"En Sindria se ha producido una serie de atentados bomba contra oficinas administrativas del Diktat. En un comunicado emitido por los oficiales del Diktat se ha prometido que los terroristas serán llevados ante la justicia lo antes posible.",Disminución de la producción en Sindriasur Sindria.,,,,,start option 3
sindria_terrorists,continued1,,,news,Atentados terroristas en Sindria,Varias explosiones sacudieron los niveles superiores de las principales ciudades-colmena; los líderes terroristas han difundido un comunicado en forma de holovídeo en el que afirman que los atentados continuarán hasta que las autoridades del Diktat pongan en libertad a determinados presos políticos recluidos en Cruor.,Disminución de la producción en Sindria.,,,,,"puede pasar por cero o más de las fases del evento ""continuado"" antes de llegar a una de las fases finales."
sindria_terrorists,continued2,,,news,Atentados terroristas en Sindria,"Terroristas armados han asaltado un centro de reclutamiento naval del Diktat. Todos han muerto en un tiroteo que se prolongó durante horas y que ha causado decenas de víctimas civiles. Las autoridades del Diktat han condenado este acto cobarde.",Disminución de la producción en Sindria.,,,,,""""
sindria_terrorists,concluding1,,,news,Fin de los atentados terroristas en Sindria,"Las fuerzas de seguridad asaltaron un escondite terrorista, pero lo encontraron abandonado. Oficiales de inteligencia del Diktat afirman haber encontrado pruebas que ayudarán a localizar a los terroristas.",La producción en Sindria volverá pronto al nivel normal.,,,,,
sindria_terrorists,concluding2,,,news,Fin de los atentados terroristas en Sindria,Un cómplice de los terroristas fue capturado e interrogado por los servicios de inteligencia del Diktat. Las autoridades afirman que la búsqueda de los líderes terroristas está llegando a su fin.,La producción en Sindria volverá pronto al nivel normal.,,,,,
sindria_terrorists,end1,,,news,Los atentados terroristas en Sindria han cesado.,"Las fuerzas de seguridad del Diktat llevaron a cabo una redada en varios escondites terroristas en una operación sorpresa realizada a primera hora de la mañana. Según las autoridades, municiones almacenadas de forma peligrosa detonaron sin dejar supervivientes.",Los niveles de producción vuelven a la normalidad en Sindria.,,,,,
sindria_terrorists,end2,,,news,Los atentados terroristas en Sindria han cesado.,"Las fuerzas de seguridad del Diktat han capturado a varios líderes terroristas que intentaban huir de Sindria. Las autoridades han declarado que, tras ser interrogados por los servicios de inteligencia del Diktat, se les juzgará rápidamente y serán ejecutados de forma pública.",Los niveles de producción vuelven a la normalidad en Sindria.,,,,,"Al igual que en una novela cardasiana, todos los detenidos en Sindria son culpables; la única pregunta que queda es: ¿de qué?"
