name,id,tags,planetary,decivRemove,script,desc,icon,order
Yacimientos de Mineral Raro Ultraricos,rare_ore_ultrarich,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Los yacimientos transplutónicos, que brillan con una densidad increíble en la red de sensores, evocan presagios de un poder capaz de forjar poderosas flotas de guerra para reducir planetas a cenizas... o de un eón de esplendor y riqueza para una sociedad de torres de cristal, tal y como existió en los ciclos previos al colapso del Dominio.",graphics/icons/markets/rareore_ultrarich.png,60
,,,,,,,,
,,,,,,,,
Volátiles Minúsculos,volatiles_trace,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Las trazas de volátiles que se han encontrado aquí apenas justifican la explotación.,graphics/icons/markets/volatiles_trace.png,40
Volátiles Difusos,volatiles_diffuse,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Aquí se pueden encontrar volátiles difusos, que pueden ser suficientes para la extracción industrial.",graphics/icons/markets/volatiles_diffuse.png,40
Volátiles Abundantes,volatiles_abundant,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,De $market se pueden extraer de forma rentable grandes cantidades de volátiles.,graphics/icons/markets/volatiles_abundant.png,40
Volátiles Rebosantes,volatiles_plentiful,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market es una fuente inagotable de volátiles a escala planetaria: rica, profunda y potente.",graphics/icons/markets/volatiles_plentiful.png,40
,,,,,,,,
,,,,,,,,
Orgánicos Minúsculos,organics_trace,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market carece prácticamente de reservas de orgánicos, aunque es posible realizar cierta extracción.",graphics/icons/markets/organics_trace.png,38
Orgánicos Comunes,organics_common,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,En $market se pueden encontrar reservas de orgánicos económicamente explotables.,graphics/icons/markets/organics_common.png,38
Orgánicos Abundantes,organics_abundant,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Bajo la superficie de $market fluye un río de riqueza, a la espera de quienes sepan encontrarlo y aprovecharlo.",graphics/icons/markets/organics_abundant.png,38
Orgánicos Rebosantes,organics_plentiful,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Yacimientos de valiosos orgánicos brotan a borbotones en la superficie de $market, formando profundos y oscuros pozos que prometen océanos de riqueza justo debajo.",graphics/icons/markets/organics_plentiful.png,38
,,,,,,,,
,,,,,,,,
Tierras Agrícolas Pobres,farmland_poor,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,La vegetación terrestre solo crece aquí de forma raquítica y con dificultad. Se necesitarían agricultores con un talento a la altura de su desesperación para que estas tierras dieran fruto.,graphics/icons/markets/farmland_poor.png,70
Tierras Agrícolas Suficientes,farmland_adequate,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Una biosfera robusta y compatible con la vida terrestre permite el cultivo agrícola en $market.,graphics/icons/markets/farmland_adequate.png,70
Tierras Agrícolas Ricas,farmland_rich,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Los campos de $market prometen una abundante cosecha que recompensará a los agricultores que trabajen estas tierras fértiles.,graphics/icons/markets/farmland_rich.png,70
Tierras Agrícolas Pródigas,farmland_bountiful,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market es un auténtico Edén: floreciente, exuberante, frondoso y luminoso, rebosante de vegetación. Las ramas cuelgan bajas, cargadas de frutos; los campos de cereales dorados brillan al compás de la brisa herbácea.",graphics/icons/markets/farmland_bountiful.png,70
,,,,,,,,
Pantallas Solares Orbitales,solar_array,"show_in_planet_list, planet_search",TRUE,,com.fs.starfarer.api.impl.campaign.econ.SolarArray,"Este planeta cuenta con una serie de pantallas solares o espejos en órbita, estratégicamente colocados para que las condiciones de la superficie se acerquen a las terrestres.",graphics/icons/markets/solar_shade.png,101
